player_id,player_name
656954,Justus Sheffield
592865,Taylor Williams
643493,Austin Pruitt
598271,Brian Johnson
642545,Jaime Barria
434378,Justin Verlander
658648,Pedro Avila
593833,Wander Suero
547888,Masahiro Tanaka
579328,Yusei Kikuchi
642397,Gregory Soto
670456,JD Hammer
641851,Kyle McGowin
656288,Griffin Canning
608334,Carson Fulmer
570666,Luis Cessa
607625,Seth Lugo
598286,Nick Ramirez
660761,Jose Suarez
595798,R.J. Alaniz
668683,Jeremy Walker
668663,Tres Barrera
660853,Enyel De Los Santos
623167,Chris Flexen
621249,Duane Underwood Jr.
670970,Adrian Morejon
543045,Adam Conley
622797,Pedro Payano
571595,Noel Cuevas
622226,Dylan Cozens
600968,Randy Rosario
641755,Tyler Kinley
544928,Tyler Lyons
663432,Tanner Rainey
623454,Drew Anderson
453284,Blake Parker
623184,Scott Oberg
453172,Jared Hughes
656257,Jeff Brigham
605151,Archie Bradley
433589,Yusmeiro Petit
608638,JT Chargois
584171,Hector Velazquez
650895,Diego Castillo
642003,Cody Reed
606162,Yefry Ramirez
456034,David Price
519393,Marcus Walden
593372,Carlos Martinez
543118,Oliver Drake
622103,Gerardo Reyes
594577,Mike Mayers
642558,Ariel Jurado
502026,Jeremy Jeffress
642207,Devin Williams
622766,Miguel Diaz
657097,Jacob Webb
643290,Justin Dunn
446372,Corey Kluber
641941,Emilio Pagan
572143,Burch Smith
606424,Jarlin Garcia
672773,Elvis Luciano
622772,Jimmy Cordero
598264,Matt Barnes
622554,Seranthony Dominguez
571539,Matt Carasiti
596001,Jakob Junis
670329,Rico Garcia
606959,Rookie Davis
596112,Robert Stephenson
542963,Rob Brantly
641438,Shane Carle
595465,Dan Winkler
623149,Paul Sewald
668676,Zach Plesac
641627,Trevor Gott
621199,Matt Bowman
669270,Joel Kuhnel
553878,Felipe Vazquez
605538,Matt Wisler
592612,Josh Osich
605154,John Brebbia
656803,James Norwood
